instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,sum_check
183,2011-07-02,Autumn,0,7,No Holiday,6,0,1,30.271653,33.3654,44.4583,7.709154,2204,2915,8.540714386457584,5119
184,2011-07-03,Autumn,0,7,No Holiday,0,0,2,29.383347,33.42875,68.25,15.333486,2282,2367,8.444407421690585,4649
185,2011-07-04,Autumn,0,7,Holiday,1,0,2,29.793346999999997,33.27085,63.7917,5.4591064000000005,3065,2978,8.706655856361559,6043
186,2011-07-05,Autumn,0,7,No Holiday,2,1,1,30.613346999999997,34.816900000000004,59.0417,8.459286,1031,3634,8.447843113281444,4665
187,2011-07-06,Autumn,0,7,No Holiday,3,1,1,29.52,34.28165,74.33330000000001,10.042161,784,3845,8.44009614103127,4629
188,2011-07-07,Autumn,0,7,No Holiday,4,1,1,30.75,34.34355,65.125,10.666400000000001,754,3838,8.432070937999402,4592
189,2011-07-08,Autumn,0,7,No Holiday,5,1,2,29.075847,33.524150000000006,75.79169999999999,15.083643,692,3348,8.303999970955196,4040
190,2011-07-09,Autumn,0,7,No Holiday,6,0,1,30.066653000000002,33.2079,60.9167,11.250104,1988,3348,8.58223158759546,5336
191,2011-07-10,Autumn,0,7,No Holiday,0,0,1,30.6475,34.50125,57.8333,12.292557,1743,3138,8.493105395887147,4881
192,2011-07-11,Autumn,0,7,No Holiday,1,1,1,31.2625,36.4902,63.5833,18.916579,723,3363,8.315321775377567,4086
193,2011-07-12,Autumn,0,7,No Holiday,2,1,1,32.560846999999995,36.96375,55.9167,13.417017999999999,662,3596,8.356554845453426,4258
194,2011-07-13,Autumn,0,7,No Holiday,3,1,1,30.613346999999997,34.4702,63.1667,9.790911000000001,748,3594,8.376090350438238,4342
195,2011-07-14,Autumn,0,7,No Holiday,4,1,1,27.914153000000002,31.7552,47.625,16.124689,888,4196,8.533853632309345,5084
196,2011-07-15,Autumn,0,7,No Holiday,5,1,1,27.196652999999998,31.21855,59.12500000000001,12.249811,1318,4220,8.619388703730907,5538
197,2011-07-16,Autumn,0,7,No Holiday,6,0,1,28.153347,31.91315,58.5,13.958914,2418,3505,8.686598356276965,5923
198,2011-07-17,Autumn,0,7,No Holiday,0,0,1,29.485847,33.49165,60.4167,16.417211,2006,3296,8.57583938684897,5302
199,2011-07-18,Autumn,0,7,No Holiday,1,1,1,30.613346999999997,35.19625,65.125,14.458867999999999,841,3617,8.402455513945814,4458
200,2011-07-19,Autumn,0,7,No Holiday,2,1,1,31.843347,37.37395,65.0417,8.7502,752,3789,8.420902531097951,4541
201,2011-07-20,Autumn,0,7,No Holiday,3,1,1,31.501653,37.3425,70.70830000000001,7.625739,644,3688,8.37378460812088,4332
202,2011-07-21,Autumn,0,7,No Holiday,4,1,2,33.415,41.31855,69.125,14.875407,632,3152,8.238536930171769,3784
203,2011-07-22,Autumn,0,7,No Holiday,5,1,1,34.781653,42.0448,58.0417,8.9177,562,2825,8.127699852817772,3387
204,2011-07-23,Autumn,0,7,No Holiday,6,0,1,34.815847,40.214349999999996,50.0,8.791807,987,2298,8.09712193091871,3285
205,2011-07-24,Autumn,0,7,No Holiday,0,0,1,34.03,39.74145,55.0833,11.334456999999999,1050,2556,8.190354403763262,3606
206,2011-07-25,Autumn,0,7,No Holiday,1,1,1,30.476653000000002,36.0479,75.7083,6.0841560999999995,568,3272,8.253227645581772,3840
207,2011-07-26,Autumn,0,7,No Holiday,2,1,1,31.638347,34.84895,54.0833,13.417285999999999,750,3840,8.431635303054591,4590
208,2011-07-27,Autumn,0,7,No Holiday,3,1,1,31.775000000000002,34.53335,40.291700000000006,12.292020999999998,755,3901,8.445911989411274,4656
209,2011-07-28,Autumn,0,7,No Holiday,4,1,1,31.945847,36.995,58.3333,11.958093,606,3784,8.387084506069217,4390
210,2011-07-29,Autumn,0,7,No Holiday,5,1,1,34.371653,39.29835,54.25,11.667245999999999,670,3176,8.254788926148725,3846
211,2011-07-30,Autumn,0,7,No Holiday,6,0,1,32.970847,36.42685,46.5833,11.291979,1559,2916,8.406261630708956,4475
212,2011-07-31,Autumn,0,7,No Holiday,0,0,1,33.039153,36.4898,48.0833,11.042470999999999,1524,2778,8.366835309827675,4302
213,2011-08-01,Autumn,0,8,No Holiday,1,1,1,31.638347,35.1646,55.0833,10.500039,729,3537,8.358431899031295,4266
214,2011-08-02,Autumn,0,8,No Holiday,2,1,1,32.116653,35.35355,49.125,13.79195,801,4044,8.485702524324866,4845
215,2011-08-03,Autumn,0,8,No Holiday,3,1,2,29.998347,33.99685,65.75,9.084061,467,3107,8.181440695719374,3574
216,2011-08-04,Autumn,0,8,No Holiday,4,1,2,29.11,33.2394,75.75,13.20905,799,3777,8.428580533059634,4576
217,2011-08-05,Autumn,0,8,No Holiday,5,1,1,29.144153000000003,32.82835,63.083299999999994,12.374632,1023,3843,8.490027523343468,4866
218,2011-08-06,Autumn,0,8,No Holiday,6,0,2,29.383347,33.807700000000004,75.5,15.29275,1521,2773,8.364973978438726,4294
219,2011-08-07,Autumn,0,8,No Holiday,0,0,1,30.442500000000003,35.7646,75.29169999999999,13.499629,1298,2487,8.23880116587155,3785
220,2011-08-08,Autumn,0,8,No Holiday,1,1,1,31.365000000000002,35.16415,59.2083,12.875725000000001,846,3480,8.372398606513004,4326
221,2011-08-09,Autumn,0,8,No Holiday,2,1,1,31.775000000000002,36.20605,57.04169999999999,10.125107,907,3695,8.434246270595311,4602
222,2011-08-10,Autumn,0,8,No Holiday,3,1,1,31.433346999999998,34.24915,42.4167,13.417285999999999,884,3896,8.472195825485501,4780
223,2011-08-11,Autumn,0,8,No Holiday,4,1,1,29.4175,32.57605,42.375,11.041332,812,3980,8.474703139795285,4792
224,2011-08-12,Autumn,0,8,No Holiday,5,1,1,29.041653,32.7021,41.5,8.416607,1051,3854,8.498010371999463,4905
225,2011-08-13,Autumn,0,8,No Holiday,6,0,2,28.119153,32.2929,72.9583,14.167418,1504,2646,8.330863613224745,4150
226,2011-08-14,Autumn,0,8,No Holiday,0,0,2,27.743347,31.219400000000004,81.75,14.916411,1338,2482,8.24800570160062,3820
227,2011-08-15,Autumn,0,8,No Holiday,1,1,1,27.299153,30.80835,71.20830000000001,13.999918,775,3563,8.37516869138682,4338
228,2011-08-16,Autumn,0,8,No Holiday,2,1,1,28.734153000000003,32.29185,57.8333,15.834043000000001,721,4004,8.460622839927844,4725
229,2011-08-17,Autumn,0,8,No Holiday,3,1,1,29.656653,33.33355,57.5417,9.625689,668,4026,8.454040376410969,4694
230,2011-08-18,Autumn,0,8,No Holiday,4,1,1,29.178347000000002,33.1129,65.45830000000001,15.624936,639,3166,8.244071270295786,3805
231,2011-08-19,Autumn,0,8,No Holiday,5,1,2,28.085,31.661050000000003,72.2917,9.333635999999998,797,3356,8.331586243630754,4153
232,2011-08-20,Autumn,0,8,No Holiday,6,0,1,28.5975,32.4498,67.41669999999999,6.999289,1914,3277,8.55468163582723,5191
233,2011-08-21,Autumn,0,8,No Holiday,0,0,1,29.144153000000003,33.776250000000005,77.0,16.666518,1249,2624,8.261784679514752,3873
234,2011-08-22,Autumn,0,8,No Holiday,1,1,1,28.358347000000002,31.9127,47.0,18.54225,833,3925,8.467582690862903,4758
235,2011-08-23,Autumn,0,8,No Holiday,2,1,1,26.274153,30.303350000000002,45.5417,9.833121,1281,4614,8.68185981297147,5895
236,2011-08-24,Autumn,0,8,No Holiday,3,1,1,27.606652999999998,31.5346,60.5,16.958236,949,4181,8.542860938164814,5130
237,2011-08-25,Autumn,0,8,No Holiday,4,1,2,28.050846999999997,32.2927,77.1667,14.125810999999999,435,3107,8.17244681834278,3542
238,2011-08-26,Autumn,0,8,No Holiday,5,1,1,28.7,32.98665,76.125,5.625487499999999,768,3893,8.446985296372741,4661
239,2011-08-27,Autumn,0,8,No Holiday,6,0,2,27.880000000000003,31.7778,85.0,25.166338999999997,226,889,7.016609683894219,1115
240,2011-08-28,Autumn,0,8,No Holiday,0,0,1,28.989418999999998,32.397949999999994,56.1765,20.412153,1415,2919,8.374246182096304,4334
241,2011-08-29,Autumn,0,8,No Holiday,1,1,1,26.103347,30.3979,55.45830000000001,10.708275,729,3905,8.441175704992322,4634
242,2011-08-30,Autumn,0,8,No Holiday,2,1,1,26.205847000000002,29.7352,54.833299999999994,8.375536,775,4429,8.557182839632397,5204
243,2011-08-31,Autumn,0,8,No Holiday,3,1,1,26.923347,30.556050000000003,59.791700000000006,5.5833311,688,4370,8.52872642722991,5058
244,2011-09-01,Autumn,0,9,No Holiday,4,1,1,26.855,30.746050000000004,63.916700000000006,9.500332,783,4332,8.539932678385727,5115
245,2011-09-02,Autumn,0,9,No Holiday,5,1,2,26.376653,30.2404,72.70830000000001,9.375243,875,3852,8.461046030793236,4727
246,2011-09-03,Autumn,0,9,No Holiday,6,0,1,27.435847,31.66065,71.6667,12.416775,1935,2549,8.40827078419205,4484
247,2011-09-04,Autumn,0,9,No Holiday,0,0,1,29.075847,33.27145,74.20830000000001,13.833289,2521,2419,8.505120610181969,4940
248,2011-09-05,Autumn,0,9,Holiday,1,0,2,27.606652999999998,31.282300000000003,79.0417,14.250632,1236,2115,8.11701408773731,3351
249,2011-09-06,Autumn,0,9,No Holiday,2,1,3,22.14,25.759999999999998,88.6957,23.044181,204,2506,7.904703913873747,2710
250,2011-09-07,Autumn,0,9,No Holiday,3,1,3,24.565847,27.21145,91.7083,6.500393600000001,118,1878,7.59890045687141,1996
251,2011-09-08,Autumn,0,9,No Holiday,4,1,3,25.990433,27.76805,93.9565,12.914116,153,1689,7.518607216815252,1842
252,2011-09-09,Autumn,0,9,No Holiday,5,1,2,26.650000000000002,28.9473,89.79169999999999,8.333393000000001,417,3127,8.173011311724972,3544
253,2011-09-10,Autumn,0,9,No Holiday,6,0,1,27.060000000000002,30.3981,75.375,10.291736,1750,3595,8.583916823459145,5345
254,2011-09-11,Autumn,0,9,No Holiday,0,0,1,26.786653,30.46145,71.375,7.708618,1633,3413,8.526351129201004,5046
255,2011-09-12,Autumn,0,9,No Holiday,1,1,1,26.418268,30.106500000000004,69.2174,5.957171000000001,690,4023,8.45807992692373,4713
256,2011-09-13,Autumn,0,9,No Holiday,2,1,1,26.684153,30.1777,71.25,9.500868,701,4062,8.46863300080086,4763
257,2011-09-14,Autumn,0,9,No Holiday,3,1,1,27.606652999999998,31.345,69.7083,11.2091,647,4138,8.473241303887054,4785
258,2011-09-15,Autumn,0,9,No Holiday,4,1,2,23.677500000000002,27.68355,70.9167,18.166782,428,3231,8.204945165019208,3659
259,2011-09-16,Autumn,0,9,No Holiday,5,1,2,19.235847,23.07375,59.0417,11.000261,742,4018,8.468002947225466,4760
260,2011-09-17,Autumn,0,9,No Holiday,6,0,2,20.158347,23.9256,71.8333,12.708225,1434,3077,8.414274137408396,4511
261,2011-09-18,Autumn,0,9,No Holiday,0,0,1,20.807499999999997,24.52685,69.5,11.958361,1353,2921,8.360305435879093,4274
262,2011-09-19,Autumn,0,9,No Holiday,1,1,2,22.515846999999997,26.48375,69.0,10.166713999999999,691,3848,8.420462002456466,4539
263,2011-09-20,Autumn,0,9,No Holiday,2,1,2,23.028347,26.610850000000003,88.125,9.041917999999999,438,3203,8.200013648175434,3641
264,2011-09-21,Autumn,0,9,No Holiday,3,1,2,24.395,27.526650000000004,90.0,6.4590814,539,3813,8.378390788535778,4352
265,2011-09-22,Autumn,0,9,No Holiday,4,1,2,25.761653000000003,27.74815,90.2083,8.584375,555,4240,8.475328987317539,4795
266,2011-09-23,Winter,0,9,No Holiday,5,1,2,24.975847,26.106249999999996,97.25,5.2505689,258,2137,7.781138509845015,2395
267,2011-09-24,Winter,0,9,No Holiday,6,0,2,24.873347,28.2206,86.25,5.2516811,1776,3647,8.59840444684106,5423
268,2011-09-25,Winter,0,9,No Holiday,0,0,2,26.000847,28.631849999999996,84.5,3.3754064,1544,3466,8.51919119407891,5010
269,2011-09-26,Winter,0,9,No Holiday,1,1,2,26.615847000000002,29.452099999999998,84.8333,7.4169,684,3946,8.440312147080279,4630
270,2011-09-27,Winter,0,9,No Holiday,2,1,2,26.103347,28.726249999999997,88.5417,7.917457,477,3643,8.323608442343572,4120
271,2011-09-28,Winter,0,9,No Holiday,3,1,2,26.035,28.757899999999996,84.875,9.958143000000002,480,3427,8.27052509505507,3907
272,2011-09-29,Winter,0,9,No Holiday,4,1,1,25.283347,28.7256,69.91669999999999,11.583161,653,4186,8.48446336679332,4839
273,2011-09-30,Winter,0,9,No Holiday,5,1,1,23.130847,27.24145,64.75,13.833825,830,4372,8.556798446008598,5202
274,2011-10-01,Winter,0,10,No Holiday,6,0,2,16.81,20.64315,75.375,19.583832,480,1949,7.795234929002173,2429
275,2011-10-02,Winter,0,10,No Holiday,0,0,2,14.623347,17.26585,79.1667,14.874870999999999,616,2302,7.978653729082731,2918
276,2011-10-03,Winter,0,10,No Holiday,1,1,2,15.750846999999998,19.6023,76.0833,5.5841686,330,3240,8.180320874773685,3570
277,2011-10-04,Winter,0,10,No Holiday,2,1,1,19.850847,23.6429,71.0,13.792218,486,3970,8.40200678160712,4456
278,2011-10-05,Winter,0,10,No Holiday,3,1,1,22.071652999999998,26.3569,64.79169999999999,11.87575,559,4267,8.481773246184977,4826
279,2011-10-06,Winter,0,10,No Holiday,4,1,1,20.260847000000002,24.02125,62.083299999999994,9.041917999999999,639,4126,8.469052816088302,4765
280,2011-10-07,Winter,0,10,No Holiday,5,1,1,20.944153,25.2202,68.41669999999999,1.5002439,949,4036,8.514188682395938,4985
281,2011-10-08,Winter,0,10,No Holiday,6,0,1,21.388347,25.6621,70.125,3.0420814,2235,3174,8.595819511871428,5409
282,2011-10-09,Winter,0,10,No Holiday,0,0,1,22.174153,26.19915,72.75,4.251150000000001,2397,3114,8.614501373883236,5511
283,2011-10-10,Winter,0,10,Holiday,1,0,1,23.404153,27.14625,73.375,2.8343814,1514,3603,8.540323608805092,5117
284,2011-10-11,Winter,0,10,No Holiday,2,1,2,23.233347000000002,27.3048,80.875,9.583814,667,3896,8.425735580927402,4563
285,2011-10-12,Winter,0,10,No Holiday,3,1,3,22.276653,25.885849999999998,90.625,16.62605,217,2199,7.789868559054706,2416
286,2011-10-13,Winter,0,10,No Holiday,4,1,2,24.155847,27.5902,89.6667,9.499729,290,2623,7.976938756959434,2913
287,2011-10-14,Winter,0,10,No Holiday,5,1,2,22.584153,26.48375,71.625,15.000161,529,3115,8.200837258379849,3644
288,2011-10-15,Winter,0,10,No Holiday,6,0,1,20.773346999999998,24.936249999999998,48.3333,17.291561,1899,3318,8.559677803022392,5217
289,2011-10-16,Winter,0,10,No Holiday,0,0,1,20.978347,25.1577,48.6667,18.875039,1748,3293,8.525359754082631,5041
290,2011-10-17,Winter,0,10,No Holiday,1,1,1,21.900847,25.53625,57.958299999999994,11.750393,713,3857,8.42726848388825,4570
291,2011-10-18,Winter,0,10,No Holiday,2,1,2,21.8325,26.13605,70.1667,7.375829,637,4111,8.465478755729558,4748
292,2011-10-19,Winter,0,10,No Holiday,3,1,3,22.211299,25.6924,89.52170000000001,16.303713,254,2170,7.793174347189205,2424
293,2011-10-20,Winter,0,10,No Holiday,4,1,1,19.509153,23.32625,63.625,28.292425,471,3724,8.341648618901306,4195
294,2011-10-21,Winter,0,10,No Holiday,5,1,1,17.5275,21.1798,57.4167,14.833532,676,3628,8.36730010184162,4304
295,2011-10-22,Winter,0,10,No Holiday,6,0,1,17.322499999999998,21.2746,62.916700000000006,6.2086689,1499,2809,8.36822903827628,4308
296,2011-10-23,Winter,0,10,No Holiday,0,0,1,17.288347,21.11665,74.125,6.6673375,1619,2762,8.385032287813898,4381
297,2011-10-24,Winter,0,10,No Holiday,1,1,1,18.996653,22.85335,77.2083,7.959064,699,3488,8.339739766019143,4187
298,2011-10-25,Winter,0,10,No Holiday,2,1,1,19.338347,23.16875,62.291700000000006,11.166086,695,3992,8.452547997922705,4687
299,2011-10-26,Winter,0,10,No Holiday,3,1,2,19.850847,23.6423,72.04169999999999,9.959014,404,3490,8.267192185932146,3894
300,2011-10-27,Winter,0,10,No Holiday,4,1,2,19.27,22.8523,81.2917,13.250121,240,2419,7.88570539124302,2659
301,2011-10-28,Winter,0,10,No Holiday,5,1,2,13.564153,15.9406,58.58330000000001,15.375093,456,3291,8.228710798793687,3747
302,2011-10-29,Winter,0,10,No Holiday,6,0,3,10.420846999999998,11.39565,88.25,23.541857,57,570,6.440946540632921,627
303,2011-10-30,Winter,0,10,No Holiday,0,0,1,13.085847,16.06645,62.375,11.833339,885,2446,8.11102783819368,3331
304,2011-10-31,Winter,0,10,No Holiday,1,1,1,13.940000000000001,17.803150000000002,70.3333,7.12545,362,3307,8.207674424355282,3669
305,2011-11-01,Winter,0,11,No Holiday,2,1,1,16.434153,19.8544,68.375,9.083257,410,3658,8.31090675716845,4068
306,2011-11-02,Winter,0,11,No Holiday,3,1,1,15.477500000000001,19.50665,71.875,5.5001439,370,3816,8.339500903005945,4186
307,2011-11-03,Winter,0,11,No Holiday,4,1,1,16.741653,20.296049999999997,70.20830000000001,9.166739,318,3656,8.287528423111763,3974
308,2011-11-04,Winter,0,11,No Holiday,5,1,2,16.536653,20.1696,62.25000000000001,18.209193,470,3576,8.305484017727691,4046
309,2011-11-05,Winter,0,11,No Holiday,6,0,1,13.393346999999999,16.1927,51.916700000000006,12.667154,1156,2770,8.275376374836407,3926
310,2011-11-06,Winter,0,11,No Holiday,0,0,1,14.281653,18.117900000000002,73.4583,6.1676314,952,2697,8.202208436436448,3649
311,2011-11-07,Winter,0,11,No Holiday,1,1,1,16.195,20.04355,75.875,3.834075,373,3662,8.302761580704049,4035
312,2011-11-08,Winter,0,11,No Holiday,2,1,1,16.741653,20.6123,72.16669999999999,4.6255125,376,3829,8.344029572407049,4205
313,2011-11-09,Winter,0,11,No Holiday,3,1,1,16.400000000000002,20.453950000000003,75.83330000000001,4.1671186,305,3804,8.32093496888341,4109
314,2011-11-10,Winter,0,11,No Holiday,4,1,2,15.58,18.68605,81.3333,12.667489000000002,190,2743,7.983781068977451,2933
315,2011-11-11,Winter,0,11,Holiday,5,0,1,13.290847,15.34085,44.625,21.083225,440,2928,8.122074375362217,3368
316,2011-11-12,Winter,0,11,No Holiday,6,0,1,14.623347,17.8971,55.2917,14.208154,1275,2792,8.310660905907225,4067
317,2011-11-13,Winter,0,11,No Holiday,0,0,1,18.074153,21.5275,45.8333,18.875307,1004,2713,8.220672170297252,3717
318,2011-11-14,Winter,0,11,No Holiday,1,1,1,21.73,26.2306,58.7083,20.541932,595,3891,8.408716715080153,4486
319,2011-11-15,Winter,0,11,No Holiday,2,1,2,21.73,25.37895,68.875,13.375411,449,3746,8.341648618901306,4195
320,2011-11-16,Winter,0,11,No Holiday,3,1,3,18.723347,22.5994,93.0,9.167543,145,1672,7.504942068396171,1817
321,2011-11-17,Winter,0,11,No Holiday,4,1,2,14.008347,16.16105,57.5833,20.459254,139,2914,8.023879992734878,3053
322,2011-11-18,Winter,0,11,No Holiday,5,1,1,11.240847,13.63605,41.0,11.291711,245,3147,8.129174996911793,3392
323,2011-11-19,Winter,0,11,No Holiday,6,0,1,13.495847,16.22415,50.208299999999994,15.041232,943,2720,8.206037762778815,3663
324,2011-11-20,Winter,0,11,No Holiday,0,0,2,18.996653,22.8529,68.45830000000001,12.45865,787,2733,8.166216268592143,3520
325,2011-11-21,Winter,0,11,No Holiday,1,1,3,18.3475,22.2531,91.0,9.249618,220,2545,7.9247959139564355,2765
326,2011-11-22,Winter,0,11,No Holiday,2,1,3,17.083347,21.0848,96.25,7.959064,69,1538,7.382124365737512,1607
327,2011-11-23,Winter,0,11,No Holiday,3,1,2,18.074153,21.52685,75.79169999999999,22.500275,112,2454,7.850103545175582,2566
328,2011-11-24,Winter,0,11,Holiday,4,0,1,15.306653,18.62355,54.9167,11.209368000000001,560,935,7.3098814858247865,1495
329,2011-11-25,Winter,0,11,No Holiday,5,1,1,15.375,19.033549999999998,64.375,6.6260186,1095,1697,7.934513463882263,2792
330,2011-11-26,Winter,0,11,No Holiday,6,0,1,15.409152999999998,19.254350000000002,68.1667,4.5841936,1249,1819,8.028781162487148,3068
331,2011-11-27,Winter,0,11,No Holiday,0,0,1,18.825847,22.79,69.8333,13.999918,810,2261,8.029758520440822,3071
332,2011-11-28,Winter,0,11,No Holiday,1,1,1,20.642598,24.5061,74.3043,9.522174,253,3614,8.260234291607297,3867
333,2011-11-29,Winter,0,11,No Holiday,2,1,2,18.791653,22.56875,83.08330000000001,17.292164,96,2818,7.97728198675515,2914
334,2011-11-30,Winter,0,11,No Holiday,3,1,1,13.325000000000001,15.561050000000002,61.3333,18.167586,188,3425,8.19229373114764,3613
335,2011-12-01,Winter,0,12,No Holiday,4,1,1,12.8125,15.2777,52.4583,14.750586,182,3545,8.223358899479258,3727
336,2011-12-02,Winter,0,12,No Holiday,5,1,1,12.880847,16.571649999999998,62.583299999999994,6.750518,268,3672,8.27893600229198,3940
337,2011-12-03,Winter,0,12,No Holiday,6,0,1,12.265847,15.530199999999999,61.291700000000006,6.4174811,706,2908,8.192570471152173,3614
338,2011-12-04,Winter,0,12,No Holiday,0,0,1,13.564153,17.455000000000002,77.5833,5.6252061,634,2851,8.156223323194624,3485
339,2011-12-05,Winter,0,12,No Holiday,1,1,2,15.819153,19.696250000000003,82.70830000000001,4.1679561000000005,233,3578,8.24564690087386,3811
340,2011-12-06,Winter,0,12,No Holiday,2,1,3,18.962500000000002,22.82,94.9583,15.583061,126,2468,7.860956364876389,2594
341,2011-12-07,Winter,0,12,No Holiday,3,1,3,16.81,20.0123,97.04169999999999,17.833725,50,655,6.558197802812269,705
342,2011-12-08,Winter,0,12,No Holiday,4,1,1,10.899153,12.8469,57.99999999999999,16.083886,150,3172,8.10832229017324,3322
343,2011-12-09,Winter,0,12,No Holiday,5,1,1,11.924153,15.877099999999999,69.58330000000001,5.5420189,261,3359,8.194229304819817,3620
344,2011-12-10,Winter,0,12,No Holiday,6,0,1,11.275,13.320599999999999,50.74999999999999,15.625807,502,2688,8.06777619577889,3190
345,2011-12-11,Winter,0,12,No Holiday,0,0,1,9.054153,12.6577,49.0,4.458293899999999,377,2366,7.916807490937603,2743
346,2011-12-12,Winter,0,12,No Holiday,1,1,1,9.771652999999999,13.5098,67.08330000000001,4.251150000000001,143,3167,8.104703468371108,3310
347,2011-12-13,Winter,0,12,No Holiday,2,1,1,11.5825,15.0569,59.0,9.41685,155,3368,8.167068178341237,3523
348,2011-12-14,Winter,0,12,No Holiday,3,1,2,13.0175,16.9181,66.375,4.0842061,178,3562,8.226840890408578,3740
349,2011-12-15,Winter,0,12,No Holiday,4,1,2,17.322499999999998,20.61185,63.416700000000006,17.958814,181,3528,8.21851757748959,3709
350,2011-12-16,Winter,0,12,No Holiday,5,1,2,15.375,17.99125,50.0417,17.458525,178,3399,8.182279739259018,3577
351,2011-12-17,Winter,0,12,No Holiday,6,0,2,10.591652999999999,12.46855,56.0833,16.292189,275,2464,7.915348169263078,2739
352,2011-12-18,Winter,0,12,No Holiday,0,0,1,9.771652999999999,12.27895,58.62500000000001,11.375193000000001,220,2211,7.796057974316123,2431
353,2011-12-19,Winter,0,12,No Holiday,1,1,1,11.343347,14.04665,63.74999999999999,11.584031999999999,260,3143,8.132412674500905,3403
354,2011-12-20,Winter,0,12,No Holiday,2,1,2,15.819153,19.822699999999998,59.5417,4.1252436,216,3534,8.229511118964457,3750
355,2011-12-21,Spring,0,12,No Holiday,3,1,2,17.561653,21.40085,85.83330000000001,14.8338,107,2553,7.886081401775745,2660
356,2011-12-22,Spring,0,12,No Holiday,4,1,2,17.356653,21.306050000000003,75.75,3.1674249999999997,227,2841,8.028781162487148,3068
357,2011-12-23,Spring,0,12,No Holiday,5,1,1,15.306653,18.87565,68.625,18.374482,163,2046,7.700295203420117,2209
358,2011-12-24,Spring,0,12,No Holiday,6,0,1,12.4025,14.9621,54.25,12.750368,155,856,6.918695219020472,1011
359,2011-12-25,Spring,0,12,No Holiday,0,0,1,11.266103,13.998050000000001,68.13040000000001,10.391097,303,451,6.625392368007956,754
360,2011-12-26,Spring,0,12,Holiday,1,0,1,13.191299,15.77675,50.6957,16.044155,430,887,7.183111701743281,1317
361,2011-12-27,Spring,0,12,No Holiday,2,1,2,13.325000000000001,16.38165,76.25,12.62615,103,1059,7.057897937411856,1162
362,2011-12-28,Spring,0,12,No Holiday,3,1,1,12.264330000000001,13.9987,50.39130000000001,19.695386999999997,255,2047,7.741533589281828,2302
363,2011-12-29,Spring,0,12,No Holiday,4,1,1,10.181653,13.194600000000001,57.4167,8.000604000000001,254,2169,7.792761720816526,2423
364,2011-12-30,Spring,0,12,No Holiday,5,1,1,12.778347000000002,15.9406,63.6667,9.000579,491,2508,8.00603417874901,2999
365,2011-12-31,Spring,0,12,No Holiday,6,0,1,16.81,20.70605,61.583299999999994,14.750318,665,1820,7.818027938530729,2485
366,2012-01-01,Spring,1,1,No Holiday,0,0,1,15.17,18.78105,69.25,12.875189,686,1608,7.738052297689316,2294
